"Sex","Age Group","Distance","Stroke","Rank","Time","Name","Age","Club","Reg Number","Date","Meet"
"Women ","18-24","50","Freestyle","1","29.12"," McKaela Glanville","F23","STAN","385D-42J5K","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","50","Freestyle","2","30.47"," Zoe Y Jacobs","F23","STAN","385B-PP0N3","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","50","Freestyle","3","33.24"," Clare M Otto","F24","DAM","385E-SKPD5","06-28-2025","2025 Summer Splash LCM"
"Women ","18-24","50","Freestyle","4","33.38"," Andrea Torrijos Vera","F24","SACMA","3853-YT08V","07-12-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","50","Freestyle","5","37.3"," Lynnea M Jeung","F24","SJCF","385F-W32VK","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","100","Freestyle","1","1:02.18"," McKaela Glanville","F23","STAN","385D-42J5K","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","100","Freestyle","2","1:07.98"," Sophia  O Saldana","F21","CRUZ","385M-TU0ND","07-12-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","100","Freestyle","3","1:08.34"," Zoe Y Jacobs","F23","STAN","385B-PP0N3","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","100","Freestyle","4","1:11.80"," Andrea Torrijos Vera","F24","SACMA","3853-YT08V","07-12-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","100","Freestyle","5","1:14.29"," Clare M Otto","F24","DAM","385E-SKPD5","06-28-2025","2025 Summer Splash LCM"
"Women ","18-24","100","Freestyle","6","1:17.34"," Maeve O'Brien","F21","RHMS","3858-H1GFX","07-12-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","100","Freestyle","7","1:27.79"," Lynnea M Jeung","F24","SJCF","385F-W32VK","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","200","Freestyle","1","2:28.99"," Zoe Y Jacobs","F23","STAN","385B-PP0N3","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","200","Freestyle","2","2:36.04"," Andrea Torrijos Vera","F24","SACMA","3853-YT08V","07-13-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","400","Freestyle","1","4:52.73"," McKaela Glanville","F23","STAN","385D-42J5K","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","400","Freestyle","2","5:16.18"," Zoe Y Jacobs","F23","STAN","385B-PP0N3","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
"Women ","18-24","800","Freestyle","1","11:53.41"," Tess E Bratkovich","F24","TAM","3851-B99AN","07-12-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","1500","Freestyle","1","23:17.19"," Mia C Blaylock","F23","USF","3859-U1FW0","07-11-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","50","Backstroke","1","34.16"," Sophia  O Saldana","F21","CRUZ","385M-TU0ND","07-12-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","50","Backstroke","2","41.89"," Maeve O'Brien","F21","RHMS","3858-H1GFX","07-12-2025","Pacific Masters Swimming Long Course Championship"
"Women ","18-24","50","Backstroke","3","47.61"," Lynnea M Jeung","F24","SJCF","385F-W32VK","06-01-2025","2025 Quicksilver Masters Fast and Free LCM Meet"
